ID	TARGET	TEXT	STANCE	WORDS	IS_CORRECT	PREDICT
1448	俄罗斯在叙利亚的反恐行动	最好是中东把美国注意力牵制住啦，否则美国腾出手来搞亚洲，那不是麻烦更大了。	FAVOR	最好 是 中东 把 美国 注意 注意力 牵制 住 啦 否则 美国 腾 出手 来 搞 亚洲 那 不是 麻烦 更 大	True	FAVOR
1462	俄罗斯在叙利亚的反恐行动	美国拜登支持俄罗斯以军事行动解决叙利亚问题！俄罗斯加油！！[飞机]	FAVOR	美国 拜登 支持 俄罗斯 罗斯 以 军事 军事行动 行动 解决 叙利亚 利亚 问题 俄罗斯 罗斯 加油 飞机	True	FAVOR
1467	俄罗斯在叙利亚的反恐行动	土鸡国落入俄罗斯的魔掌，随时会受到强力反击。	AGAINST	土鸡 国 落入 俄罗斯 罗斯 魔掌 随时 会 受到 强力 反击	False	FAVOR
1469	俄罗斯在叙利亚的反恐行动	解决？谁有这义务，这年头搞个大屠杀多麻烦啊。	AGAINST	解决 谁 有 这 义务 这年头 年头 搞 个 大屠杀 屠杀 多 麻烦 啊	False	FAVOR
1470	俄罗斯在叙利亚的反恐行动	表决心，然后继续以美国人帮衬角色纵容IS和所谓“温和反对派”，鞭挞俄罗斯在叙利亚的反恐行动。	AGAINST	表决 心 然后 继续 以 美国 人 帮衬 角色 纵容 is 所谓 温和 反对 反对派 鞭挞 俄罗斯 罗斯 在 叙利亚 利亚 反恐 行动	False	FAVOR
1471	俄罗斯在叙利亚的反恐行动	俄軍的撤走，預示着什麽，巴舍尔的前途将折嚮何处，戰爭是否能結束。	NONE	俄军 撤走 预示 着 什么 巴 舍尔 前途 将 折 向 何处 战争 是否 能 结束	False	FAVOR
1473	俄罗斯在叙利亚的反恐行动	反对派就是叙利亚自由军，它和IS和证府军打的不可开交的。土耳其支持的是自由军。	NONE	反对 反对派 就是 叙利亚 利亚 自由 军 它 is 证 府 军 打 不可 不可开交 开交 土耳其 支持 是 自由 军	False	FAVOR
1480	俄罗斯在叙利亚的反恐行动	俄罗斯看得太紧，美国人不方便把武器直接提供给恐怖组织就只能采取这样的迂回办法了	FAVOR	俄罗斯 罗斯 看 得 太紧 美国 人 不 方便 把 武器 直接 提供 给 恐怖 恐怖组织 组织 就 只能 采取 这样 迂回 办法	True	FAVOR
1481	俄罗斯在叙利亚的反恐行动	我们何必操那闲心，打吧，乐得看热闹。	AGAINST	我们 何必 操 那 闲心 打 乐得 看热闹 热闹	False	FAVOR
1482	俄罗斯在叙利亚的反恐行动	估计奥黑子看的太紧了，大帝别坐以待毙啊，我的QDⅡ还套着呢	AGAINST	估计 奥 黑子 看 太紧 大帝 别 坐以待毙 以待 待毙 啊 我 qd 还 套着 呢	True	AGAINST
1484	俄罗斯在叙利亚的反恐行动	炸了俄罗斯的客机对吗？我很好奇，你们是怎么挺到现代社会而没有灭族的？我都觉得你们实在是蠢萌啊	FAVOR	炸 俄罗斯 罗斯 客机 对 吗 我 很 好奇 你们 是 怎么 挺 到 现代 社会 而 没有 灭族 我 都 觉得 你们 实在 是 蠢 萌 啊	True	FAVOR
1489	俄罗斯在叙利亚的反恐行动	还真不是 是人坐地收门票太贵了去闹事的 当然很不幸第一次还没走到交门票的地方就散了	AGAINST	还 真 不是 是 人 坐地 收 门票 太贵 了 去 闹事 当然 很 不幸 第一 第一次 一次 还 没 走到 交 门票 地方 就 散	True	AGAINST
1498	俄罗斯在叙利亚的反恐行动	极端思想是调解不了的	FAVOR	极端 思想 是 调解 不了	True	FAVOR
1503	俄罗斯在叙利亚的反恐行动	要民主和自由？	NONE	要 民主 自由	False	AGAINST
1509	俄罗斯在叙利亚的反恐行动	有以反恐的名义在实行战争吗？	AGAINST	有 以 反恐 名义 在 实行 战争 吗	True	AGAINST
1511	俄罗斯在叙利亚的反恐行动	一面借机大发战争财，一面扮演着裁判吹黑哨拉偏架，而他们自己却偏安一隅，纵容走私毒品贩卖军火到世界各地。	FAVOR	一面 借机 大发 战争 财 一面 扮演 扮演着 演着 裁判 吹 黑哨 拉 偏 架 而 他们 自己 却 偏安 偏安一隅 一隅 纵容 走私 毒品 贩卖 贩卖军火 军火 到 世界 世界各地 各地	True	FAVOR
1515	俄罗斯在叙利亚的反恐行动	地面配合是个渣,空袭也得累死吧。油价又跌了，这样的持续轰炸还能支持多久	AGAINST	地面 配合 是 个 渣 空袭 也 得 累死 油价 又 跌 这样 持续 轰炸 还 能 支持 多久	False	FAVOR
1518	俄罗斯在叙利亚的反恐行动	努斯拉阵线竟然袭击反对派。。。夭寿啦！友军火并了！	AGAINST	努 斯拉 阵线 竟然 袭击 反对 反对派 夭寿 啦 友军 火并	False	FAVOR
1523	俄罗斯在叙利亚的反恐行动	有压迫就有反抗，如果国家民主繁荣。谁会去造反。	AGAINST	有 压迫 就 有 反抗 如果 国家 民主 繁荣 谁 会 去 造反	False	FAVOR
1525	俄罗斯在叙利亚的反恐行动	那些抹黑英雄的人都是可耻的	FAVOR	那些 抹黑 英雄 人 都 是 可耻	True	FAVOR
1528	俄罗斯在叙利亚的反恐行动	普京：抓到恐怖份子，就应该溺马桶！	AGAINST	普京 抓 到 恐怖 恐怖份子 份子 就 应该 溺 马桶	False	FAVOR
1532	俄罗斯在叙利亚的反恐行动	我认为俄罗斯的反恐只是对残害人民的ls组织的打击，至于叙利亚的内政应该促成叙内各派和谈来解决，如普京所说：不干预内政。	FAVOR	我 认为 俄罗斯 罗斯 反恐 只是 对 残害 人民 ls 组织 打击 至于 叙利亚 利亚 内政 应该 促成 叙 内 各派 和谈 来 解决 如 普京 所说 不 干预 内政	True	FAVOR
1533	俄罗斯在叙利亚的反恐行动	圣战又来了，呵呵，什么是圣战？就是借着邪教的名义发动恐怖袭击！	FAVOR	圣战 又 来 呵呵 什么 是 圣战 就是 借着 邪教 名义 发动 恐怖 恐怖袭击 袭击	True	FAVOR
1535	俄罗斯在叙利亚的反恐行动	目的只有一个，尽最大努力压制库尔德人的独立势头。还是那句老话，早知如此，何必当初！	AGAINST	目的 只有 一个 尽 最大 努力 压制 库尔 库尔德 库尔德人 尔德 人 独立 势头 还是 那 句 老话 早知 早知如此 如此 何必 何必当初 必当 当初	True	AGAINST
1537	俄罗斯在叙利亚的反恐行动	越境者子弹伺候。[doge][doge]现在说人家是你的朋友哦，看来没有绝对的敌人只有相对的利益。	FAVOR	越境 越境者 子弹 伺候 doge doge 现在 说 人家 是 你 朋友 哦 看来 没有 绝对 敌人 只有 相对 利益	True	FAVOR
1542	俄罗斯在叙利亚的反恐行动	本次停战协议的对象不包括IS等恐怖组织。因此给俄罗斯以反恐名义继续打击反对派留下了余地。普京政府之所以如此强硬，是因为看透美国不会在叙利亚和俄罗斯	AGAINST	本次 停战 协议 对象 不 包括 is 等 恐怖 恐怖组织 组织 因此 给 俄罗斯 罗斯 以 反恐 名义 继续 打击 反对 反对派 留下 余地 普京 政府 之所以 所以 如此 强硬 是因为 因为 看透 美国 不会 在 叙利亚 利亚 俄罗斯 罗斯	False	FAVOR
1543	俄罗斯在叙利亚的反恐行动	由此，获得国际好评，一转国际外交上低迷的局面，美国必然怂恿喽喽们从中作梗，普京，应大丈夫能屈能伸，从大局着眼，伺机复仇不迟。	FAVOR	由此 获得 国际 好评 一 转 国际 外交 上 低迷 局面 美国 必然 怂恿 喽 喽 们 从中 从中作梗 作梗 普京 应 大丈夫 丈夫 能屈能伸 能伸 从 大局 着眼 伺机 复仇 不 迟	True	FAVOR
1546	俄罗斯在叙利亚的反恐行动	俄罗斯特种兵，在ISIS领地执行任务被发现，被四处赶来的ISIS士兵包围时... 他用无线电叫来了空袭....   目标：自己.....	FAVOR	俄罗斯 罗斯 特种 特种兵 在 isis 领地 执行 任务 被 发现 被 四处 赶来 isis 士兵 包围 时 他 用 无线 无线电 叫来 空袭 目标 自己	False	AGAINST
1547	俄罗斯在叙利亚的反恐行动	美国国务卿克里在克里姆林宫与俄罗斯总统普京会面，试图就叙利亚和乌克兰东部这两大棘手问题达成一个“共同的底线”。但是看这两位的表情，我们好像已经知道结局了	NONE	美国 国务 国务卿 克里 在 克里 克里姆 克里姆林 克里姆林宫 里姆 里姆林 姆林宫 与 俄罗斯 罗斯 总统 普京 会面 试图 就 叙利亚 利亚 乌克兰 克兰 东部 这 两 大 棘手 问题 达成 一个 共同 底线 但是 看 这 两位 表情 我们 好像 已经 知道 结局	False	FAVOR
1552	俄罗斯在叙利亚的反恐行动	俄罗斯，疯狂了	AGAINST	俄罗斯 罗斯 疯狂	True	AGAINST
1553	俄罗斯在叙利亚的反恐行动	沙特南边也门问题没搞定，还要操心北边逊尼派土尔其与什叶派伊朗走太近（共同的库尔德人问题），那与美联合打压油价的事儿，不分心了？ 普大帝威武	AGAINST	沙特 南边 也门 问题 没 搞定 还要 操心 北边 逊尼 逊尼派 土尔其 与 什叶 什叶派 伊朗 走 太 近 共同 库尔 库尔德 库尔德人 尔德 人 问题 那 与 美 联合 打压 油价 事儿 不 分心 普 大帝 威武	False	FAVOR
1557	俄罗斯在叙利亚的反恐行动	都是由安卡拉的大人物决定。契利克去年子当时打死俄国飞行员那股子高兴劲，随之而来就是被追杀，然后是有可能的被出卖。一枚被摆布的小棋子	AGAINST	都 是 由 安卡拉 卡拉 大人 大人物 人物 决定 契 利 克 去年 子 当时 打死 俄国 飞行 飞行员 行员 那 股子 高兴 劲 随之 随之而来 而来 就是 被 追杀 然后 是 有 可能 被 出卖 一枚 被 摆布 小 棋子	False	FAVOR
1558	俄罗斯在叙利亚的反恐行动	 俄罗斯一周前刚刚炸了ISIS 对土的廉价石油供应线。土一直在买ISIS的石油。。。土提供外籍恐怖分子进入叙利亚的通道至今畅通。。 这里太乱了， 美国奥8绝对也是个混蛋。	FAVOR	俄罗斯 罗斯 一周 前 刚刚 炸 isis 对 土 廉价 石油 供应 供应线 土 一直 在 买 isis 石油 土 提供 外籍 恐怖 恐怖分子 分子 进入 叙利亚 利亚 通道 至今 畅通 这里 太 乱 美国 奥 NUMBER 绝对 也 是 个 混蛋	True	FAVOR
1559	俄罗斯在叙利亚的反恐行动	想的太简单了！炸俩油井油价就涨了？？	AGAINST	想 太 简单 炸 俩 油井 油价 就 涨	False	FAVOR
1562	俄罗斯在叙利亚的反恐行动	俄罗斯会打，而且北约美国都不敢出头，因为俄罗斯拥有可以毁灭美国的核武	FAVOR	俄罗斯 罗斯 会 打 而且 北约 美国 都 不敢 出头 因为 俄罗斯 罗斯 拥有 可以 毁灭 美国 核武	False	AGAINST
1563	俄罗斯在叙利亚的反恐行动	美国打击恐怖分子？美军去哪里到底是干吗的？当兵的去是去了，死也死了。为什么拉登打了几十年	FAVOR	美国 打击 恐怖 恐怖分子 分子 美军 去 哪里 到底 是 干吗 当兵 去 是 去 死 也 死 为什么 什么 拉登 打 几十 几十年 十年	True	FAVOR
1564	俄罗斯在叙利亚的反恐行动	俄罗斯在中东与土耳其作对绝没有胜算，老猫今日撂话在此，日后可以印证。	AGAINST	俄罗斯 罗斯 在 中东 与 土耳其 作对 绝 没有 胜算 老 猫 今日 撂 话 在 此 日后 可以 印证	False	FAVOR
1566	俄罗斯在叙利亚的反恐行动	你并不是中立的，但又想假装中立，这其实就是装逼。	AGAINST	你 并 不是 中立 但 又 想 假装 中立 这 其实 就是 装 逼	True	AGAINST
1567	俄罗斯在叙利亚的反恐行动	老毛子的鸡巴硬 不代表你的鸡巴不疲软	NONE	老 毛子 鸡巴 硬 不 代表 你 鸡巴 不 疲软	False	AGAINST
1575	俄罗斯在叙利亚的反恐行动	只能说，俄是个非常有头脑的人!	FAVOR	只能 说 俄 是 个 非常 有 头脑 人	False	AGAINST
1577	俄罗斯在叙利亚的反恐行动	平和，又为长期中东利益战略留下回旋的余地。即使日后需要打击土耳其，又任恐无词，“自卫反击战呗”。	FAVOR	平和 又 为 长期 中东 利益 战略 留下 回旋 余地 即使 日后 需要 打击 土耳其 又 任 恐无 词 自卫 反击 反击战 呗	True	FAVOR
1579	俄罗斯在叙利亚的反恐行动	某国只是表示关注！两相比较，冲这一点，土耳其是爷们！	AGAINST	某国 只是 表示 关注 两 相 比较 冲 这 一点 土耳其 是 爷们	False	FAVOR
1580	俄罗斯在叙利亚的反恐行动	土方长期这样搞、估计会引起俄罗斯人民愤怒!第三次世界大战都有可能打起来!	FAVOR	土方 长期 这样 搞 估计 会 引起 俄罗斯 罗斯 人民 愤怒 第三 第三次 三次 世界 世界大战 大战 都 有 可能 打 起来	False	AGAINST
1583	俄罗斯在叙利亚的反恐行动	完全同意这一主张。这是宗教战争，先生们。	NONE	完全 完全同意 同意 这 一 主张 这 是 宗教 战争 先生 们	False	AGAINST
1585	俄罗斯在叙利亚的反恐行动	我们希望库尔德人的联邦区能够成为一个样本，让叙利亚从中央集权转向联邦制”。 http://t.cn/RGdKMUs ”西库尔德斯坦“因此呼之欲出。	NONE	我们 希望 库尔 库尔德 库尔德人 尔德 人 联邦 联邦区 能够 成为 一个 样本 让 叙利亚 利亚 从 中央 中央集权 集权 转向 联邦 联邦制 http t cn rgdkmus 西 库尔 库尔德 库尔德斯坦 尔德 德斯 德斯坦 因此 呼之欲出	False	FAVOR
1590	俄罗斯在叙利亚的反恐行动	可笑，还支持俄罗斯？也就只有中国屌丝了	AGAINST	可笑 还 支持 俄罗斯 罗斯 也 就 只有 中国 屌丝	False	FAVOR
1597	俄罗斯在叙利亚的反恐行动	独裁者扶持，要不然早就没战争了	AGAINST	独裁 独裁者 扶持 要不然 不然 早就 没 战争	True	AGAINST
1601	俄罗斯在叙利亚的反恐行动	俄罗斯国防部发言人伊戈尔·科纳申科夫今天向媒体披露，叙利亚政府军在效忠于反对派的队伍的支持下从2016年2月初开始从恐怖分子手中解放了800多平方公里的领土和73个城镇。	FAVOR	俄罗斯 俄罗斯国防部 罗斯 罗斯国 国防 国防部 防部 发言 发言人 伊戈尔 戈尔 科 纳 申 科夫 今天 向 媒体 披露 叙利亚 利亚 政府 政府军 在 效忠 于 反对 反对派 队伍 支持 下 从 NUMBER 年 NUMBER 月初 开始 从 恐怖 恐怖分子 分子 手中 解放 NUMBER 多平方公里 平方 平方公里 方公里 公里 领土 NUMBER 个 城镇	True	FAVOR
1606	俄罗斯在叙利亚的反恐行动	美国侵略伊拉克的借口是伊拉克有大规模杀伤性武器，已经过去十几年啦，美国在伊拉克找到了大规模杀伤性武器了吗？？？	AGAINST	美国 侵略 伊拉 伊拉克 拉克 借口 是 伊拉 伊拉克 拉克 有 大规 大规模 规模 杀伤 杀伤性 武器 已经 过去 十几 十几年 几年 啦 美国 在 伊拉 伊拉克 拉克 找到 大规 大规模 规模 杀伤 杀伤性 武器 吗	True	AGAINST
1609	俄罗斯在叙利亚的反恐行动	对于医院这类建筑，就算是误炸，也不会承认。。一承认就是反人道主义的帽子扣上了	AGAINST	对于 医院 这 类 建筑 就算 是 误 炸 也 不会 承认 一 承认 就是 反 人道 人道主义 主义 帽子 扣上	True	AGAINST
1610	俄罗斯在叙利亚的反恐行动	毛熊的目的靠打拼达到了！	AGAINST	毛 熊 目的 靠 打拼 达到	False	FAVOR
1615	俄罗斯在叙利亚的反恐行动	我们把东突搞定就好，不想多添纷扰…	NONE	我们 把 东突 搞定 就 好 不想 多 添 纷扰	False	FAVOR
1617	俄罗斯在叙利亚的反恐行动	俄新社记者从现场发回报道，称叙利亚政府军士兵星期六再次向早前被恐怖分子占领的巴尔米拉市发起进攻，从古城堡所在的高地上摘掉了恐怖组织“伊斯兰国“（在俄罗斯被取缔） 的旗帜。政府军和民兵士兵当众烧毁了“伊斯兰国”的黑旗帜。	FAVOR	俄新社 记者 从 现场 发回 报道 称 叙利亚 利亚 政府 政府军 士兵 星期 星期六 再次 向 早前 被 恐怖 恐怖分子 分子 占领 巴尔 巴尔米 拉 市 发起 进攻 从 古城 古城堡 城堡 所在 高 地上 摘掉 恐怖 恐怖组织 组织 伊斯 伊斯兰 国 在 俄罗斯 罗斯 被 取缔 旗帜 政府 政府军 民兵 士兵 当众 烧毁 伊斯 伊斯兰 国 黑 旗帜	False	AGAINST
1618	俄罗斯在叙利亚的反恐行动	普金应该下台才对	AGAINST	普 金 应该 下台 才 对	False	FAVOR
1620	俄罗斯在叙利亚的反恐行动	原来反对派是美国再培养，呵呵，到处在别的国家支持反对派，居心路人皆知	FAVOR	原来 反对 反对派 是 美国 再 培养 呵呵 到处 在 别的 国家 支持 反对 反对派 居心 路人 路人皆知 皆知	False	AGAINST
1624	俄罗斯在叙利亚的反恐行动	美佬少废话，大家希望看到你们出动航母编队，接难民登陆美利坚，并给予合理的安置。	FAVOR	美 佬 少废话 废话 大家 希望 看到 你们 出动 航母 编队 接 难民 登陆 美利 美利坚 并 给予 合理 安置	False	AGAINST
1630	俄罗斯在叙利亚的反恐行动	又能打几个国家？？？俄武器再好，经济跟不上就是硬伤，总不能鱼死网破动用核武器吧！！！	AGAINST	又 能 打 几个 国家 俄 武器 再 好 经济 跟不上 就是 硬伤 总 不能 鱼死网破 动用 核武 核武器 武器	False	FAVOR
1631	俄罗斯在叙利亚的反恐行动	俄罗斯人民还是图样了，浇猪油啊！	AGAINST	俄罗斯 罗斯 人民 还是 图样 浇 猪油 啊	False	FAVOR
1635	俄罗斯在叙利亚的反恐行动	美国就一搅屎棍！	FAVOR	美国 就 一 搅 屎 棍	True	FAVOR
1639	俄罗斯在叙利亚的反恐行动	中国著名胡同政治家，意思形态资深学者，夹了头的犬科动物，表示普京是它大爷。	FAVOR	中国 著名 胡同 政治 政治家 治家 意思 形态 资深 学者 夹 头 犬科 动物 表示 普京 是 它 大爷	True	FAVOR
1641	俄罗斯在叙利亚的反恐行动	美国甩锅技术一流啊[挖鼻]难民问题是俄罗斯的错，经济不好是中国的锅，合着理都在他那边，错都是别人的	FAVOR	美国 甩 锅 技术 一流 啊 挖 鼻 难民 问题 是 俄罗斯 罗斯 错 经济 不好 是 中国 锅 合 着 理 都 在 他 那边 错 都 是 别人	False	AGAINST
1642	俄罗斯在叙利亚的反恐行动	这是路人皆知的，山姆大叔不想法国靠俄罗斯太近！土耳其不想叙利亚日子好过！	AGAINST	这 是 路人 路人皆知 皆知 山姆 山姆大叔 大叔 不想 法国 靠 俄罗斯 罗斯 太 近 土耳其 不想 叙利亚 利亚 日子 好 过	True	AGAINST
1646	俄罗斯在叙利亚的反恐行动	要慎重，苏联打阿富汗结果如何？美国在越南呢？不是打不了而是打不完。看俄罗斯如何收场吧。	AGAINST	要 慎重 苏联 打 阿富汗 结果 如何 美国 在 越南 呢 不是 打 不了 而是 打 不 完 看 俄罗斯 罗斯 如何 收场	True	AGAINST
1654	俄罗斯在叙利亚的反恐行动	杀啊 把恐怖份子杀干净。	FAVOR	杀 啊 把 恐怖 恐怖份子 份子 杀 干净	True	FAVOR
1660	俄罗斯在叙利亚的反恐行动	俄罗斯常驻联合国代表维塔利·丘尔金向联合国安理会上书，其中提供了有关土耳其非法向叙利亚境内“伊斯兰国”恐怖组织控制的地区运送武器和弹药的信息。	NONE	俄罗斯 罗斯 常驻 联合 联合国 代表 维塔 维塔利 塔利 丘 尔 金 向 联合 联合国 联合国安理会 国安 安理会 理会 上书 其中 提供 有关 土耳其 非法 向 叙利亚 利亚 境内 伊斯 伊斯兰 国 恐怖 恐怖组织 组织 控制 地区 运送 武器 弹药 信息	False	FAVOR
1661	俄罗斯在叙利亚的反恐行动	从一个人均GDP1.6万美元的富裕国家沦为赤贫，利比亚只花了五年时间。	AGAINST	从 一个 人均 gdp1 6 万美元 美元 富裕 国家 沦为 赤贫 利比 利比亚 比亚 只 花 五年 时间	False	FAVOR
1668	俄罗斯在叙利亚的反恐行动	自由军表示，他们不排除自由军与所谓的叙利亚政府军的成员联合反恐的可能，但前提是他们必须加入叙利亚自由军，并彻底改变自己对自由军的态度。 http://t.cn/R4y60lr	NONE	自由 军 表示 他们 不 排除 自由 军 与 所谓 叙利亚 利亚 政府 政府军 成员 联合 反恐 可能 但 前提 是 他们 必须 加入 叙利亚 利亚 自由 军 并 彻底 彻底改变 改变 自己 对 自由 军 态度	False	FAVOR
1672	俄罗斯在叙利亚的反恐行动	总是有那么一帮人希望普京能搞点大动作，然并卵，他们崇拜的大帝也就只能谴责谴责。	AGAINST	总是 有 那么 一帮 一帮人 希望 普京 能 搞 点 大 动作 然 并 卵 他们 崇拜 大帝 也 就 只能 谴责 谴责	False	FAVOR
1673	俄罗斯在叙利亚的反恐行动	赶快撤出你们在乌克兰扶植的恐怖分子和你们侵略军。	AGAINST	赶快 撤出 你们 在 乌克兰 克兰 扶植 恐怖 恐怖分子 分子 你们 侵略 侵略军	True	AGAINST
1685	俄罗斯在叙利亚的反恐行动	抓住美国大选空档期，叙利亚政府军要全力推进！战场态势决定你们的谈判桌地位！[拳头][拳头]	AGAINST	抓住 美国 大选 空 档期 叙利亚 利亚 政府 政府军 要 全力 推进 战场 态势 决定 你们 谈判 谈判桌 地位 拳头 拳头	True	AGAINST
1686	俄罗斯在叙利亚的反恐行动	妈的那ISIS里的土库曼人也是你亲人是吧，就靠你这个智商也能当上总统，还不如唐朝时候呢！你们民族智商在退化！	FAVOR	妈 那 isis 里 土库 土库曼 库曼 人 也 是 你 亲人 是 就 靠 你 这个 智商 也 能 当上 总统 还 不如 唐朝 时候 呢 你们 民族 智商 在 退化	True	FAVOR
1689	俄罗斯在叙利亚的反恐行动	沙特魔国的恐怖主义本质暴露无遗	FAVOR	沙特 魔 国 恐怖 恐怖主义 主义 本质 暴露 暴露无遗 无遗	True	FAVOR
1691	俄罗斯在叙利亚的反恐行动	我们对于此类新闻只能会心一笑了。[不好意思]奥，难道，事实如此[围观][围观][围观][围观][围观]	AGAINST	我们 对于 此类 新闻 只能 会心 会心一笑 不好 不好意思 好意 好意思 意思 奥 难道 事实 事实如此 如此 围观 围观 围观 围观 围观	False	FAVOR
1700	俄罗斯在叙利亚的反恐行动	叙利亚最初战乱开始就该介入了。俄是保叙利亚政权，一成打is9成打自由军。	NONE	叙利亚 利亚 最初 战乱 开始 就 该 介入 俄 是 保 叙利亚 利亚 政权 一成 打 is9 成 打 自由 军	False	FAVOR
1702	俄罗斯在叙利亚的反恐行动	土耳其是邪教的中心	FAVOR	土耳其 是 邪教 中心	False	AGAINST
1706	俄罗斯在叙利亚的反恐行动	绝对的正义要靠绝对的力量来保证。否则世界就会被恐怖分子所占据	FAVOR	绝对 正义 要 靠 绝对 力量 来 保证 否则 世界 就 会 被 恐怖 恐怖分子 分子 所 占据	True	FAVOR
1707	俄罗斯在叙利亚的反恐行动	IS对于所有人都是威胁，越快解决越好。俄与沙特在解决叙利亚问题上有分歧，但也有契合点。俄不理解沙特组建新反恐联盟的必要性，但它不具有反俄性质。	FAVOR	is 对于 所有 所有人 有人 都 是 威胁 越 快 解决 越 好 俄 与 沙特 在 解决 叙利亚 利亚 问题 上 有 分歧 但 也 有 契合 契合点 俄 不 理解 沙特 组建 新 反恐 联盟 必要 必要性 但 它 不 具有 反 俄 性质	True	FAVOR
1708	俄罗斯在叙利亚的反恐行动	"”“卫星新闻莫斯科10月4日电叙利亚总统阿萨德发表声明说，中国支持俄罗斯在叙利亚境内采取的军事行动，但中国并没有参与反恐行动。”	"	FAVOR	卫星 新闻 莫斯科 NUMBER 月 NUMBER 日电 叙利亚 利亚 总统 阿萨 阿萨德 发表 发表声明 声明 说 中国 支持 俄罗斯 罗斯 在 叙利亚 利亚 境内 采取 军事 军事行动 行动 但 中国 并 没有 参与 反恐 行动	True	FAVOR
1712	俄罗斯在叙利亚的反恐行动	不管怎么说。毛子剥开了ISIS的秘密，从道义来说，美土是站不住脚的，中东火药桶，只要有石油，都会没完没了。	FAVOR	不管 不管怎么 怎么 说 毛子 剥开 isis 秘密 从 道义 来说 美 土 是 站不住 站不住脚 不住 脚 中东 火药 火药桶 只要 有 石油 都 会 没完 没完没了 没了	True	FAVOR
1719	俄罗斯在叙利亚的反恐行动	同样让中共在对外大战略布局上出难题，中共一党是支持俄普，还是阿土。	FAVOR	同样 让 中共 在 对外 大 战略 布局 上 出难题 难题 中共 一 党 是 支持 俄 普 还是 阿土	False	AGAINST
1721	俄罗斯在叙利亚的反恐行动	讲的是叙利亚和俄罗斯之类的事，然后特写放到普京在讲话，突然施石石转头问我以你现在的英文水平能听懂他讲什么吗？	NONE	讲 是 叙利亚 利亚 俄罗斯 罗斯 之类 事 然后 特写 放到 普京 在 讲话 突然 施 石 石 转头 问 我 以 你 现在 英文 水平 能 听懂 他 讲 什么 吗	False	AGAINST
1723	俄罗斯在叙利亚的反恐行动	没有叙利亚政府同意进入叙利亚就是侵略！容易与恐怖分子裹在一起，打！！！	AGAINST	没有 叙利亚 利亚 政府 同意 进入 叙利亚 利亚 就是 侵略 容易 与 恐怖 恐怖分子 分子 裹 在 一起 打	False	FAVOR
1724	俄罗斯在叙利亚的反恐行动	据德国MMnews门户网站消息，与德国总理默克尔一起出现在照片上的叙利亚人并非最近在比利时首都发生的爆炸案中的恐怖分子。	NONE	据 德国 mmnews 门户 门户网 门户网站 网站 消息 与 德国 德国总理 总理 默克 默克尔 克尔 一起 出现 在 照片 上 叙利亚 叙利亚人 利亚 利亚人 并非 最近 在 比利 比利时 首都 发生 爆炸 爆炸案 中 恐怖 恐怖分子 分子	False	AGAINST
1728	俄罗斯在叙利亚的反恐行动	is破壞古文物的時候你們這些垃圾在哪啊？[弱]	FAVOR	is 破坏 古 文物 时候 你们 这些 垃圾 在 哪 啊 弱	True	FAVOR
1732	俄罗斯在叙利亚的反恐行动	吊诡的是,无论ISIS干尽多少坏事,这些阿訇与神学家都缄默不语	FAVOR	吊 诡 是 无论 isis 干 尽 多少 坏事 这些 阿訇 与 神学 神学家 学家 都 缄默 不语	False	AGAINST
1735	俄罗斯在叙利亚的反恐行动	曾经看过美国一个教授介绍基督和绿教冲突历史，结果显示，十字军东征攻击伊斯兰200多次，但是伊斯兰教国家攻击欧洲3000多次。	FAVOR	曾经 看过 美国 一个 教授 介绍 基督 和 绿 教 冲突 历史 结果 结果显示 显示 十字 十字军 东征 攻击 伊斯 伊斯兰 NUMBER 多次 但是 伊斯 伊斯兰 伊斯兰教 斯兰教 国家 攻击 欧洲 NUMBER 多次	False	AGAINST
1741	俄罗斯在叙利亚的反恐行动	俄罗斯彻底消灭恐怖分子，叙利亚才能真正实现和平![给力][给力][给力]	FAVOR	俄罗斯 罗斯 彻底 消灭 恐怖 恐怖分子 分子 叙利亚 利亚 才能 真正 实现 和平 给 力 给 力 给 力	True	FAVOR
1742	俄罗斯在叙利亚的反恐行动	弱国无外交，只有国家强大才有自由！习总书记威武！	NONE	弱国 无 外交 只有 国家 强大 才 有 自由 习 总书记 书记 威武	False	FAVOR
1744	俄罗斯在叙利亚的反恐行动	普京撤军应该有两个原因，一是在叙基本达到目的，二是油价大跌使俄无法承受。	AGAINST	普京 撤军 应该 有 两个 原因 一 是 在 叙 基本 达到 目的 二 是 油价 大跌 使 俄 无法 承受	True	AGAINST
1745	俄罗斯在叙利亚的反恐行动	普京说 朝中有人要弑朕	AGAINST	普京 说 朝 中 有人 要 弑 朕	True	AGAINST
1746	俄罗斯在叙利亚的反恐行动	如果没有美国、世界就没有杀戮和恐怖！	FAVOR	如果 没有 美国 世界 就 没有 杀戮 恐怖	True	FAVOR
1748	俄罗斯在叙利亚的反恐行动	车臣共和国领导人卡德罗夫在接受俄新社记者采访时表示，叙利亚反对派曾到访车臣“交流经验”，车臣曾与恐怖主义斗争多年。	AGAINST	车臣 车臣共和国 共和 共和国 领导 领导人 卡德 卡德罗夫 德罗 德罗夫 在 接受 俄新社 记者 采访 时 表示 叙利亚 利亚 反对 反对派 曾 到访 车臣 交流 交流经验 流经 经验 车臣 曾 与 恐怖 恐怖主义 主义 斗争 多年	True	AGAINST
