ID	TARGET	TEXT	STANCE	PREDICT	IS_CORRECT
1442	俄罗斯在叙利亚的反恐行动	好，应该把他们大使馆给炸了 操	FAVOR	FAVOR	True
1443	俄罗斯在叙利亚的反恐行动	炸的是土库曼人，所以你就炸俄罗斯战机？终于承认了吧：土耳其炸毁俄罗斯战机的最根本原因不是什么侵犯领空，而是俄罗斯在叙利亚的立场损害了土耳其的利益！土耳其也够牛的啊，为了给土库曼人撑腰，敢动俄罗斯！有他哭的时候！	FAVOR	FAVOR	True
1444	俄罗斯在叙利亚的反恐行动	我很赞成普京，在叙利亚中做法，应该堵住美国扩大，想起了，伊拉克，利比亚，美国真是坏到了头顶。美国才是灭绝人类的罪恶劣。	FAVOR	FAVOR	True
1446	俄罗斯在叙利亚的反恐行动	俄罗斯会用贫铀弹速战速决消灭敌人。	AGAINST	AGAINST	True
1448	俄罗斯在叙利亚的反恐行动	中国怎么可能去淌那浑水，反正俄罗斯在那的利益不比我们少，自有俄罗斯顶着。最好是中东把美国注意力牵制住啦，否则美国腾出手来搞亚洲，那不是麻烦更大了。	FAVOR	AGAINST	False
1462	俄罗斯在叙利亚的反恐行动	美国拜登支持俄罗斯以军事行动解决叙利亚问题！俄罗斯加油！！[飞机]	FAVOR	FAVOR	True
1467	俄罗斯在叙利亚的反恐行动	土鸡国落入俄罗斯的魔掌，随时会受到强力反击。	AGAINST	FAVOR	False
1469	俄罗斯在叙利亚的反恐行动	搞乱欧亚大陆架目的就达到了，再说不搞它也是乱的，伊斯兰只要存在更广一点宗教只要存在早晚会乱。解决？谁有这义务，这年头搞个大屠杀多麻烦啊。	AGAINST	AGAINST	True
1470	俄罗斯在叙利亚的反恐行动	上次《查理周刊》遭遇恐袭也是这样，难过、愤怒、表决心，然后继续以美国人帮衬角色纵容IS和所谓“温和反对派”，鞭挞俄罗斯在叙利亚的反恐行动。	AGAINST	FAVOR	False
1471	俄罗斯在叙利亚的反恐行动	俄軍的撤走，預示着什麽，巴舍尔的前途将折嚮何处，戰爭是否能結束。	NONE	AGAINST	False
1473	俄罗斯在叙利亚的反恐行动	叙利亚反对派不是IS，好多人都搞混了。反对派就是叙利亚自由军，它和IS和证府军打的不可开交的。土耳其支持的是自由军。	NONE	FAVOR	False
1480	俄罗斯在叙利亚的反恐行动	俄罗斯看得太紧，美国人不方便把武器直接提供给恐怖组织就只能采取这样的迂回办法了	FAVOR	AGAINST	False
1481	俄罗斯在叙利亚的反恐行动	如果俄土真的打起来，欧洲和俄国将是一片混战，中国和美国或将因此受益，我们何必操那闲心，打吧，乐得看热闹。	AGAINST	AGAINST	True
1482	俄罗斯在叙利亚的反恐行动	估计奥黑子看的太紧了，大帝别坐以待毙啊，我的QDⅡ还套着呢	AGAINST	FAVOR	False
1484	俄罗斯在叙利亚的反恐行动	原来恐怖分子是亲人。所以你们的亲人为了报复轰炸，炸了俄罗斯的客机对吗？我很好奇，你们是怎么挺到现代社会而没有灭族的？我都觉得你们实在是蠢萌啊	FAVOR	FAVOR	True
1489	俄罗斯在叙利亚的反恐行动	还真不是 是人坐地收门票太贵了去闹事的 当然很不幸第一次还没走到交门票的地方就散了	AGAINST	AGAINST	True
1498	俄罗斯在叙利亚的反恐行动	极端思想是调解不了的	FAVOR	AGAINST	False
1503	俄罗斯在叙利亚的反恐行动	要民主和自由？	NONE	AGAINST	False
1509	俄罗斯在叙利亚的反恐行动	有以反恐的名义在实行战争吗？	AGAINST	AGAINST	True
1511	俄罗斯在叙利亚的反恐行动	从全球看，美国才是最大的恐怖事端制造源。他们在各地不时的点燃战火，挑起事端，一面借机大发战争财，一面扮演着裁判吹黑哨拉偏架，而他们自己却偏安一隅，纵容走私毒品贩卖军火到世界各地。	FAVOR	FAVOR	True
1515	俄罗斯在叙利亚的反恐行动	：恐怖分子迫切需要俄罗斯加大轰炸的力度！[飞机][飞机][飞机]//@千山我独行518166:哎，你们现在也知道光靠轰炸不行了吧。地面配合是个渣,空袭也得累死吧。油价又跌了，这样的持续轰炸还能支持多久	AGAINST	FAVOR	False
1518	俄罗斯在叙利亚的反恐行动	努斯拉阵线竟然袭击反对派。。。夭寿啦！友军火并了！	AGAINST	AGAINST	True
1523	俄罗斯在叙利亚的反恐行动	有压迫就有反抗，如果国家民主繁荣。谁会去造反。	AGAINST	AGAINST	True
1525	俄罗斯在叙利亚的反恐行动	那些抹黑英雄的人都是可耻的	FAVOR	FAVOR	True
1528	俄罗斯在叙利亚的反恐行动	普京：抓到恐怖份子，就应该溺马桶！	AGAINST	AGAINST	True
1532	俄罗斯在叙利亚的反恐行动	我认为俄罗斯的反恐只是对残害人民的ls组织的打击，至于叙利亚的内政应该促成叙内各派和谈来解决，如普京所说：不干预内政。	FAVOR	AGAINST	False
1533	俄罗斯在叙利亚的反恐行动	圣战又来了，呵呵，什么是圣战？就是借着邪教的名义发动恐怖袭击！	FAVOR	AGAINST	False
1535	俄罗斯在叙利亚的反恐行动	土对俄示好：逮捕杀害俄被击落苏24飞行员凶手。土耳其已经明白自己落入了别人的圈套，现在开始紧急调整周边战略：向北缓和与俄罗斯的关系，向东积极与伊朗靠拢，向南暂时与叙利亚合作，目的只有一个，尽最大努力压制库尔德人的独立势头。还是那句老话，早知如此，何必当初！	AGAINST	AGAINST	True
1537	俄罗斯在叙利亚的反恐行动	：离土耳其只有一条公路宽度的叙利亚边境重镇科巴尼被isis打得惨不忍睹的时候，土耳其的士兵拿枪指着所有想偷渡过来的土库曼人，越境者子弹伺候。[doge][doge]现在说人家是你的朋友哦，看来没有绝对的敌人只有相对的利益。	FAVOR	AGAINST	False
1542	俄罗斯在叙利亚的反恐行动	本次停战协议的对象不包括IS等恐怖组织。因此给俄罗斯以反恐名义继续打击反对派留下了余地。普京政府之所以如此强硬，是因为看透美国不会在叙利亚和俄罗斯	AGAINST	AGAINST	True
1543	俄罗斯在叙利亚的反恐行动	土耳其这是在冒险，是在试探俄罗斯的底线，更是在替美国破局。俄罗斯在叙利亚的高调反恐，揭露了美国假反恐的面具，同时，动了土耳其在这一地区的奶酪。由此，获得国际好评，一转国际外交上低迷的局面，美国必然怂恿喽喽们从中作梗，普京，应大丈夫能屈能伸，从大局着眼，伺机复仇不迟。	FAVOR	FAVOR	True
1546	俄罗斯在叙利亚的反恐行动	俄罗斯特种兵，在ISIS领地执行任务被发现，被四处赶来的ISIS士兵包围时... 他用无线电叫来了空袭....   目标：自己.....	FAVOR	AGAINST	False
1547	俄罗斯在叙利亚的反恐行动	前段时间的反恐合作让美俄关系稍稍有所缓和，但是随着双方就叙利亚用兵的事产生新的纠纷。美国国务卿克里在克里姆林宫与俄罗斯总统普京会面，试图就叙利亚和乌克兰东部这两大棘手问题达成一个“共同的底线”。但是看这两位的表情，我们好像已经知道结局了	NONE	FAVOR	False
1552	俄罗斯在叙利亚的反恐行动	俄罗斯，疯狂了	AGAINST	AGAINST	True
1553	俄罗斯在叙利亚的反恐行动	怎么看，普京都不亏，库尔德独立，中东更乱，沙特南边也门问题没搞定，还要操心北边逊尼派土尔其与什叶派伊朗走太近（共同的库尔德人问题），那与美联合打压油价的事儿，不分心了？ 普大帝威武	AGAINST	AGAINST	True
1557	俄罗斯在叙利亚的反恐行动	土耳其政府抓他干什么，和俄国人做交易？小人物的可悲之处，他们的生生死死，都是由安卡拉的大人物决定。契利克去年子当时打死俄国飞行员那股子高兴劲，随之而来就是被追杀，然后是有可能的被出卖。一枚被摆布的小棋子	AGAINST	AGAINST	True
1558	俄罗斯在叙利亚的反恐行动	土耳其通过此举公开支持恐怖主义的立场，做的一手好死。//@村委会干部:土总统终于说了真实意图， 并想拉北约帮他们保护 ISIS。 俄罗斯一周前刚刚炸了ISIS 对土的廉价石油供应线。土一直在买ISIS的石油。。。土提供外籍恐怖分子进入叙利亚的通道至今畅通。。 这里太乱了， 美国奥8绝对也是个混蛋。	FAVOR	FAVOR	True
1559	俄罗斯在叙利亚的反恐行动	想的太简单了！炸俩油井油价就涨了？？	AGAINST	AGAINST	True
1562	俄罗斯在叙利亚的反恐行动	俄罗斯会打，而且北约美国都不敢出头，因为俄罗斯拥有可以毁灭美国的核武	FAVOR	AGAINST	False
1563	俄罗斯在叙利亚的反恐行动	美国打击恐怖分子？美军去哪里到底是干吗的？当兵的去是去了，死也死了。为什么拉登打了几十年	FAVOR	FAVOR	True
1564	俄罗斯在叙利亚的反恐行动	俄罗斯在中东与土耳其作对绝没有胜算，老猫今日撂话在此，日后可以印证。	AGAINST	FAVOR	False
1566	俄罗斯在叙利亚的反恐行动	博主的硬伤太多，试图以美国人民的眼光划分世界敌我。你并不是中立的，但又想假装中立，这其实就是装逼。	AGAINST	AGAINST	True
1567	俄罗斯在叙利亚的反恐行动	老毛子的鸡巴硬 不代表你的鸡巴不疲软	NONE	AGAINST	False
1575	俄罗斯在叙利亚的反恐行动	只能说，俄是个非常有头脑的人!	FAVOR	AGAINST	False
1577	俄罗斯在叙利亚的反恐行动	普京三条制裁措施看似有点软，却也恰到好处。既可以博取全球范围的好感，显示理智，冷静，平和，又为长期中东利益战略留下回旋的余地。即使日后需要打击土耳其，又任恐无词，“自卫反击战呗”。	FAVOR	AGAINST	False
1579	俄罗斯在叙利亚的反恐行动	同样，果敢也是我们的亲人，被炸时，某国只是表示关注！两相比较，冲这一点，土耳其是爷们！	AGAINST	FAVOR	False
1580	俄罗斯在叙利亚的反恐行动	土方长期这样搞、估计会引起俄罗斯人民愤怒!第三次世界大战都有可能打起来!	FAVOR	AGAINST	False
1583	俄罗斯在叙利亚的反恐行动	完全同意这一主张。这是宗教战争，先生们。	NONE	AGAINST	False
1585	俄罗斯在叙利亚的反恐行动	库尔德民主联盟党领袖萨利赫称，“叙利亚回到旧模式已经不可能了，需要彻底改变。我们希望库尔德人的联邦区能够成为一个样本，让叙利亚从中央集权转向联邦制”。 http://t.cn/RGdKMUs ”西库尔德斯坦“因此呼之欲出。	NONE	AGAINST	False
1590	俄罗斯在叙利亚的反恐行动	可笑，还支持俄罗斯？也就只有中国屌丝了	AGAINST	FAVOR	False
1597	俄罗斯在叙利亚的反恐行动	独裁者扶持，要不然早就没战争了	AGAINST	AGAINST	True
1601	俄罗斯在叙利亚的反恐行动	俄罗斯国防部发言人伊戈尔·科纳申科夫今天向媒体披露，叙利亚政府军在效忠于反对派的队伍的支持下从2016年2月初开始从恐怖分子手中解放了800多平方公里的领土和73个城镇。	FAVOR	FAVOR	True
1606	俄罗斯在叙利亚的反恐行动	美国侵略伊拉克的借口是伊拉克有大规模杀伤性武器，已经过去十几年啦，美国在伊拉克找到了大规模杀伤性武器了吗？？？	AGAINST	AGAINST	True
1609	俄罗斯在叙利亚的反恐行动	对于医院这类建筑，就算是误炸，也不会承认。。一承认就是反人道主义的帽子扣上了	AGAINST	AGAINST	True
1610	俄罗斯在叙利亚的反恐行动	毛熊的目的靠打拼达到了！	AGAINST	AGAINST	True
1615	俄罗斯在叙利亚的反恐行动	我们把东突搞定就好，不想多添纷扰…	NONE	AGAINST	False
1617	俄罗斯在叙利亚的反恐行动	俄新社记者从现场发回报道，称叙利亚政府军士兵星期六再次向早前被恐怖分子占领的巴尔米拉市发起进攻，从古城堡所在的高地上摘掉了恐怖组织“伊斯兰国“（在俄罗斯被取缔） 的旗帜。政府军和民兵士兵当众烧毁了“伊斯兰国”的黑旗帜。	FAVOR	FAVOR	True
1618	俄罗斯在叙利亚的反恐行动	普金应该下台才对	AGAINST	FAVOR	False
1620	俄罗斯在叙利亚的反恐行动	原来反对派是美国再培养，呵呵，到处在别的国家支持反对派，居心路人皆知	FAVOR	AGAINST	False
1624	俄罗斯在叙利亚的反恐行动	美佬少废话，大家希望看到你们出动航母编队，接难民登陆美利坚，并给予合理的安置。	FAVOR	AGAINST	False
1630	俄罗斯在叙利亚的反恐行动	其实俄不止一次飞入他国领空，有了土打俄的飞机（也许误打），下次也会有其他国再打俄的飞机，俄虽大，又能打几个国家？？？俄武器再好，经济跟不上就是硬伤，总不能鱼死网破动用核武器吧！！！	AGAINST	AGAINST	True
1631	俄罗斯在叙利亚的反恐行动	俄罗斯人民还是图样了，浇猪油啊！	AGAINST	AGAINST	True
1635	俄罗斯在叙利亚的反恐行动	美国就一搅屎棍！	FAVOR	AGAINST	False
1639	俄罗斯在叙利亚的反恐行动	中国著名胡同政治家，意思形态资深学者，夹了头的犬科动物，表示普京是它大爷。	FAVOR	FAVOR	True
1641	俄罗斯在叙利亚的反恐行动	美国甩锅技术一流啊[挖鼻]难民问题是俄罗斯的错，经济不好是中国的锅，合着理都在他那边，错都是别人的	FAVOR	AGAINST	False
1642	俄罗斯在叙利亚的反恐行动	掩耳盗铃！用脚底板想都知道，这是路人皆知的，山姆大叔不想法国靠俄罗斯太近！土耳其不想叙利亚日子好过！	AGAINST	AGAINST	True
1646	俄罗斯在叙利亚的反恐行动	你没注意，奥黑以来美国的财政状况大大改善，是几十年来财政最健康的一个时期。任何一个国家都力量有限，要慎重，苏联打阿富汗结果如何？美国在越南呢？不是打不了而是打不完。看俄罗斯如何收场吧。	AGAINST	FAVOR	False
1654	俄罗斯在叙利亚的反恐行动	杀啊 把恐怖份子杀干净。	FAVOR	FAVOR	True
1660	俄罗斯在叙利亚的反恐行动	俄罗斯常驻联合国代表维塔利·丘尔金向联合国安理会上书，其中提供了有关土耳其非法向叙利亚境内“伊斯兰国”恐怖组织控制的地区运送武器和弹药的信息。	NONE	AGAINST	False
1661	俄罗斯在叙利亚的反恐行动	从一个人均GDP1.6万美元的富裕国家沦为赤贫，利比亚只花了五年时间。	AGAINST	FAVOR	False
1668	俄罗斯在叙利亚的反恐行动	自由军表示，他们不排除自由军与所谓的叙利亚政府军的成员联合反恐的可能，但前提是他们必须加入叙利亚自由军，并彻底改变自己对自由军的态度。 http://t.cn/R4y60lr	NONE	AGAINST	False
1672	俄罗斯在叙利亚的反恐行动	总是有那么一帮人希望普京能搞点大动作，然并卵，他们崇拜的大帝也就只能谴责谴责。	AGAINST	AGAINST	True
1673	俄罗斯在叙利亚的反恐行动	赶快撤出你们在乌克兰扶植的恐怖分子和你们侵略军。	AGAINST	AGAINST	True
1685	俄罗斯在叙利亚的反恐行动	抓住美国大选空档期，叙利亚政府军要全力推进！战场态势决定你们的谈判桌地位！[拳头][拳头]	AGAINST	FAVOR	False
1686	俄罗斯在叙利亚的反恐行动	妈的那ISIS里的土库曼人也是你亲人是吧，就靠你这个智商也能当上总统，还不如唐朝时候呢！你们民族智商在退化！	FAVOR	FAVOR	True
1689	俄罗斯在叙利亚的反恐行动	沙特魔国的恐怖主义本质暴露无遗	FAVOR	FAVOR	True
1691	俄罗斯在叙利亚的反恐行动	回想一下，美国人企图将911后被毁的双子星大厦建成清真寺的企图，我们对于此类新闻只能会心一笑了。[不好意思]奥，难道，事实如此[围观][围观][围观][围观][围观]	AGAINST	FAVOR	False
1700	俄罗斯在叙利亚的反恐行动	独裁国家的区别了。不过奥黑确实是最差的。叙利亚最初战乱开始就该介入了。俄是保叙利亚政权，一成打is9成打自由军。	NONE	AGAINST	False
1702	俄罗斯在叙利亚的反恐行动	土耳其是邪教的中心	FAVOR	FAVOR	True
1706	俄罗斯在叙利亚的反恐行动	绝对的正义要靠绝对的力量来保证。否则世界就会被恐怖分子所占据	FAVOR	AGAINST	False
1707	俄罗斯在叙利亚的反恐行动	俄美调解叙局势计划关键点相符。俄未在叙发动战争，只实施个别行动，不会给预算造成严重负担。俄将继续从空中打击IS直至叙军开始反攻。IS对于所有人都是威胁，越快解决越好。俄与沙特在解决叙利亚问题上有分歧，但也有契合点。俄不理解沙特组建新反恐联盟的必要性，但它不具有反俄性质。	FAVOR	FAVOR	True
1708	俄罗斯在叙利亚的反恐行动	"“以色列情报分析网站“DEBKA档案”报道“独家消息”称，中国的“辽宁号”航母早在9月22日就已通过苏伊士运河，抵达叙利亚塔尔图斯港。”“卫星新闻莫斯科10月4日电叙利亚总统阿萨德发表声明说，中国支持俄罗斯在叙利亚境内采取的军事行动，但中国并没有参与反恐行动。”	"	FAVOR	AGAINST	False
1712	俄罗斯在叙利亚的反恐行动	总之，奥黑的意思是这次事件和美国无关，俄土自己协商解决，前一句口头支援下土耳其，后一句才是重点，毛子做事有其思维，很难掌控，不管怎么说。毛子剥开了ISIS的秘密，从道义来说，美土是站不住脚的，中东火药桶，只要有石油，都会没完没了。	FAVOR	FAVOR	True
1719	俄罗斯在叙利亚的反恐行动	美国就是要搞了乱国际反恐联盟，好夺会国际反恐联盟的主导权，不能让俄普抢了。同样让中共在对外大战略布局上出难题，中共一党是支持俄普，还是阿土。	FAVOR	AGAINST	False
1721	俄罗斯在叙利亚的反恐行动	有一次和施石石在西城路吃面，然后餐厅在放新闻，讲的是叙利亚和俄罗斯之类的事，然后特写放到普京在讲话，突然施石石转头问我以你现在的英文水平能听懂他讲什么吗？	NONE	FAVOR	False
1723	俄罗斯在叙利亚的反恐行动	没有叙利亚政府同意进入叙利亚就是侵略！容易与恐怖分子裹在一起，打！！！	AGAINST	AGAINST	True
1724	俄罗斯在叙利亚的反恐行动	据德国MMnews门户网站消息，与德国总理默克尔一起出现在照片上的叙利亚人并非最近在比利时首都发生的爆炸案中的恐怖分子。	NONE	FAVOR	False
1728	俄罗斯在叙利亚的反恐行动	is破壞古文物的時候你們這些垃圾在哪啊？[弱]	FAVOR	FAVOR	True
1732	俄罗斯在叙利亚的反恐行动	吊诡的是,无论ISIS干尽多少坏事,这些阿訇与神学家都缄默不语	FAVOR	AGAINST	False
1735	俄罗斯在叙利亚的反恐行动	曾经看过美国一个教授介绍基督和绿教冲突历史，结果显示，十字军东征攻击伊斯兰200多次，但是伊斯兰教国家攻击欧洲3000多次。	FAVOR	FAVOR	True
1741	俄罗斯在叙利亚的反恐行动	俄罗斯彻底消灭恐怖分子，叙利亚才能真正实现和平![给力][给力][给力]	FAVOR	AGAINST	False
1742	俄罗斯在叙利亚的反恐行动	弱国无外交，只有国家强大才有自由！习总书记威武！	NONE	AGAINST	False
1744	俄罗斯在叙利亚的反恐行动	普京撤军应该有两个原因，一是在叙基本达到目的，二是油价大跌使俄无法承受。	AGAINST	FAVOR	False
1745	俄罗斯在叙利亚的反恐行动	普京说 朝中有人要弑朕	AGAINST	AGAINST	True
1746	俄罗斯在叙利亚的反恐行动	如果没有美国、世界就没有杀戮和恐怖！	FAVOR	AGAINST	False
1748	俄罗斯在叙利亚的反恐行动	车臣共和国领导人卡德罗夫在接受俄新社记者采访时表示，叙利亚反对派曾到访车臣“交流经验”，车臣曾与恐怖主义斗争多年。	AGAINST	FAVOR	False
1751	俄罗斯在叙利亚的反恐行动	地球人都知道,就是你们这搅屎棍干的。哪儿有俄毛,哪儿就有战乱	AGAINST	AGAINST	True
1756	俄罗斯在叙利亚的反恐行动	1日，普京在接受俄罗斯Rossiya1广播电视公司采访时作称，俄罗斯在叙利亚的行动是出于礼节和理智的考虑，是为了表示已做好联合打击极端组织的准备。并表示俄罗斯在叙利亚境内的行动已得到叙利亚政府的授权，是合法行为。	FAVOR	FAVOR	True
1770	俄罗斯在叙利亚的反恐行动	没错，大国博弈本就是冷冰冰的利益交换。但反过来，也能看出博弈双方是政客还是伟人。政客只讲求利益，伟人却可兼具情感。	AGAINST	AGAINST	True
1778	俄罗斯在叙利亚的反恐行动	去掉核武，和中东国家没啥区别。	AGAINST	AGAINST	True
1779	俄罗斯在叙利亚的反恐行动	哈哈，俄罗斯必亡，国内30%人口的穆斯林揭竿起义，普特勒死无葬身之地	AGAINST	AGAINST	True
1783	俄罗斯在叙利亚的反恐行动	各国都有自己的利益，做什么事都正常。	AGAINST	AGAINST	True
1793	俄罗斯在叙利亚的反恐行动	虽然真想还有待查明，不过动画还是不错的	NONE	AGAINST	False
1796	俄罗斯在叙利亚的反恐行动	外国军队撤出叙利亚是关键，如伊朗革命卫队、俄军、黎巴嫩真主党武装。	AGAINST	FAVOR	False
1797	俄罗斯在叙利亚的反恐行动	老毛子就是死保巴沙尔，美帝就想弄死巴沙尔，干不干is对他们来说其实都在其次	AGAINST	AGAINST	True
1798	俄罗斯在叙利亚的反恐行动	真把毛子逼急了，炸弹就不止叙利亚了吧= =	AGAINST	AGAINST	True
1800	俄罗斯在叙利亚的反恐行动	共同社援引日本外相岸田文雄的话报道称，日本外务省已证实，一名欲非法越境赴叙利亚投靠恐怖组织“伊斯兰国”的日本人在土耳其境内被捕。	NONE	FAVOR	False
1801	开放二胎	国家都开放二胎政策了，可是我一胎的准生证办起来都那么难，都办了小半年了，说是给新生儿的意外保险钱也掏了，该开的信盖的章都办了，可还是推三阻四找各种理由，不给办，都找了n趟了，也不知道这年头办个事咋就这么难呢？ |保定·长古...	FAVOR	AGAINST	False
1804	开放二胎	#东广微话题# 随着“二胎政策”开放，以及猴年即将来临，生育高峰已经开始显现。有单位招聘时就明确如果想要孩子，必须提前一年跟单位申请，单位则根据每个人的实际情况，来制定“员工生育时间表”。 对于可能到来的生育高峰，推出应对措施是必要的，但这样的措施是否得当？您怎么看？您有什么好建议	NONE	NONE	True
1806	开放二胎	现在人的素质真差，从服务员到火车列车员，恶劣的表现，让我感觉整个社会的风气，如果都是这些人在作怪，整个名族永远走不起来国际化。国家二胎政策的开放，以后不久的将来，辍学的会越来越多，素质永远跟不上，为什么9年义务教育不能得到体现呢，国外的大学都普及，真是悲哀	NONE	AGAINST	False
1808	开放二胎	#90后断崖式减少# 国家不想让人口快速增长的时候，剥夺了我们拥有兄弟姐妹的权利，现在因为人口老龄化，开放二胎，我们要赡养四位老人，生养两个儿女，以后还要照看四个孙子？真怕，以后会因为不生孩子被罚款	AGAINST	AGAINST	True
1811	开放二胎	二胎妈妈你们俩宝相差多少？ 我们现在努力造老二！不容易啊，孩他爹累的一上车就睡	FAVOR	AGAINST	False
1813	开放二胎	妈妈的病房又来了新病友。阿姨很快的融入和谐的氛围。阿姨66，一儿一女。本不想要二胎的阿姨带环怀了孕，这让我很惊讶，带环也不安全呀。阿姨说她们老家村里有个女人也是带环怀了孕，避孕环卡在了胎儿的脖子上，40天的男胎儿被避孕环勒死了。我一听后背直冒冷汗，活了46年，头一回听说这样的事。	NONE	AGAINST	False
1815	开放二胎	2016.04.17 嗯，今天上午的考试又觉得是会的，那就坐等成绩吧。考完试找朋友去玩，一起去看另一个朋友的二胎小儿。我现在真的很习惯小孩，一下午都和小宝贝们在一起，还有就是听听朋友们的牢骚，有了娃以后老公咋样，还有和婆婆咋样，长知识啊。	FAVOR	FAVOR	True
1822	开放二胎	#非法疫苗# 还中国梦呢 下一代都坑害 还要开放二胎 都是国家政策法律问题 那些国家部门也是吃软饭的 拿着纳税人的钱逍遥 贪污 没有一点点底线 |杭州·下沙...	AGAINST	AGAINST	True
1823	开放二胎	那么请问国家为了拉升经济开放二胎政策，大家都去生二胎，谁来为学校企业负责？老师都去生孩子，谁来教书？！！	AGAINST	AGAINST	True
1824	开放二胎	#家庭教育#【爱和分享是家庭教育的重要一课】中国全面二孩政策正式放开后，在有些家庭中，出现孩子排斥甚至抵制的言行，给父母增加不少压力。青少年研究中心孙云晓：生二胎的父母既要照顾孩子的感受，通过引导，让孩子做好心理上的准备，同时在平时也要注重孩子的爱心、责任心和分享品质的培养。	FAVOR	AGAINST	False
1829	开放二胎	光开放二胎有屁用啊，还不是女人辛苦？又要生、又要带、又要赚钱，请求开放二夫！！	AGAINST	AGAINST	True
1835	开放二胎	中国开放二胎政策，女性地位简直要倒退30年。离开职场，回归家庭对女性的长远发展来说是非常不利的。完全回归家庭几乎可以说没有任何保障。我呼吁身边的人让国家认可全职太太对家庭的付出，并且保障其权益，如离婚时财产的分割，孩子的归属。我们发声，我们抗议，都是在争取属于自己的权利。	AGAINST	AGAINST	True
1839	开放二胎	朋友头一次去签证，碰上种场面，真的有点被吓到。这年头，签个证都那么难，国家还开放二胎，政府资源根本跟不上好么	AGAINST	AGAINST	True
1845	开放二胎	作为一个独生子女表示，开放二胎是大大大大大好事啊，省得孩子们人生中有个“兄弟姐妹关系”的严重缺位，这个缺位对人生影响实在太大，连现在大家不愿生二胎甚至不愿生小孩都与这个缺位有着重要的联系。放开一阵子，国家多给补贴，多生点将来的“正常人”吧。	FAVOR	AGAINST	False
1848	开放二胎	#看中原#【他们居然干这个】 “二胎政策”开放，瞬间刷爆了朋友圈。政策的出台使得几家欢喜几家忧——欢喜的是不用可以多个孩子陪伴，愁的是生孩子太折腾人。金桥宾馆紧跟您的需求华丽丽的转身——成立了“妇幼.金桥国际月子中心”。戳我看详情↓↓http://t.cn/R4oxdcp	FAVOR	FAVOR	True
1850	开放二胎	本来想给自己充个会员，想想算了，留着钱养二胎吧！还有宇宇新歌打榜呢！我现在都混成这样了以前有点钱就是去吃吃吃啊	FAVOR	FAVOR	True
1861	开放二胎	、昨晚新闻播放开放二胎政策 一晚没睡 根本没法睡 . . . . . . . . 整栋楼都在晃	NONE	AGAINST	False
1863	开放二胎	@半岛都市报-诸城新闻 @新浪山东 都全民开放二胎了山东诸城杨春社区还安排育龄妇女透查？查什么？而且是必须去！！！	FAVOR	AGAINST	False
1864	开放二胎	看到常外的新闻，终于知道为什么要开放二胎了。	FAVOR	NONE	False
1869	开放二胎	新政出来宝宝好方青年女性更受单位歧视找不到工作开放二胎政策却看不到任何一点对女性有利的地方，生活工作甚至是健康都是没点好处再过几年更进一步，晚婚晚孕罚款，不婚不孕判刑	AGAINST	AGAINST	True
1871	开放二胎	周末朋友一周+的女儿带来家里，简直是遇见有了二胎以后婴儿的待遇，啪一下被打头，大哭………扑通坐下来被坐到手，大哭……… 听见哭声一个劲被打脸说不许哭。 二胎妹妹好可怜………还没怀上就先心疼。	FAVOR	FAVOR	True
1872	开放二胎	#90后断崖式减少#本人80后，孩子11岁，开放二胎，家里都催促，让我烦不胜烦，老实说生一个我都后悔了，家里条件差，孩子吃的用的都不算好，大人更是缩衣节食，上班带孩，各种辛苦。 我至今都记得我的梦想，那么美的远方，那么令人向往的自由，因为生活的压力，全变成了心向往之去到达不了地方。	AGAINST	AGAINST	True
1874	开放二胎	现在孕妇吃燕窝，越来越普遍了，以前的女性怀孕后，都是一个劲的鸡汤猛补，卸货以后宝宝大都是巨婴 ，自己也是肥了几圈。现在最好选择燕窝来补充孕期的营养，一来燕窝中富含的唾液酸促进宝宝智力发育， 二来促进表皮细胞分裂，防止肥胖纹，特别是生出来宝宝皮肤好二胎时代，从一碗燕窝开始	FAVOR	FAVOR	True
1875	开放二胎	哎，我们这孤独的一代，一直想有个哥哥啥的，如果早几年开放二胎政策，我是不抗拒家里多个小跟屁虫的。然而在父母都快退休，我大学都快毕业，做了二十年独生女的时候，我是不能接受家里突然多个都可以做我崽的弟弟或妹妹不知道这种想法是不是有点自私	AGAINST	FAVOR	False
1878	开放二胎	#非法鉴定性别罚3万#罚3万太轻了。重男轻女拼命生的人，不会在乎这三万。不过国家禁止了这么多年，身边还是一堆人想尽一切办法查。这次开放二胎，本身高龄有风险，查到是男孩了才去拼的，大有人在。	NONE	AGAINST	False
1880	开放二胎	【不同类型的女权主义】「自由女权主义(liberal feminism)认为，女性和男性应具有同等的政治、法律、经济和受教育的权利与机会。自由女权主义者倡导改革，他们的目标是改变对女性不公平的态度和法律，使教育、就业和政治机会平等化。例如，他们寻求创造一种鼓励女性在所有学术领域发展的教育环境，去	NONE	AGAINST	False
1883	开放二胎	#姚晨怀二胎# 国家开发二孩政策了，但很多男同胞都不愿意配合。表示压力太大。如果开放的是二房政策，肯定都是打了鸡血一样奋斗。等老了姐俩也好有个商量“姐，这老家伙瘫痪了咋办？”“妹，下点药弄死他？”“好嘞！妥妥地！”	NONE	AGAINST	False
1884	开放二胎	二胎了 小伙伴们替我想个名字	FAVOR	FAVOR	True
